,p,m,p_type,m_type,p_start,p_area,p_axis,p_eccentricity,m_start,m_area,m_axis,m_eccentricity,neighbor_m,neighbor_p,p_angle,m_angle,p_angle_index,m_angle_index,center_dist,nearest_dist,flag,time_measure,time_0,ref,image,resolution,bin
0,5,6,1,2,-194,1545.0,50.01335292949891,0.6134251482420826,-194,1020.0,44.51706187384597,0.7463196561550934,3,0,1.2963045896875935,0.30074080853966745,17,56,69.02307260587254,26.000279601694107,False,23,194,6,YAV2104xYAV2105_005_05_rigid_003008.tif,,
0,16,11,1,2,-237,1241.0,45.13660570555262,0.6251750545550132,-237,1009.0,41.91990896145332,0.6755581940727353,2,2,1.5524023321057467,0.761498192317303,15,38,38.8691350714889,4.951912317303427,False,66,237,16,YAV2104xYAV2105_005_05_rigid_004004.tif,,
1,16,15,1,2,-237,1241.0,45.13660570555262,0.6251750545550132,-237,1705.0,59.89998202238906,0.7895953172941438,2,3,0.289284928668863,0.45737395955341215,27,5,67.65348926634557,18.073994144305864,False,66,237,16,YAV2104xYAV2105_005_05_rigid_004004.tif,,
0,15,6,1,2,-204,1125.0,42.02089130168867,0.5815035181311782,-215,1320.0,45.70940218259919,0.5856791081224196,1,1,1.3629038762900652,0.47366809884300487,13,34,49.8291007509385,9.640377488311067,False,44,215,15,YAV2104xYAV2105_005_06_rigid_003005.tif,,
1,15,7,1,2,-204,1125.0,42.02089130168867,0.5815035181311782,-215,1346.0,49.77411738602567,0.7126482471064268,1,2,0.8718435494662633,0.7765914343278695,21,51,42.675898224856184,0.46963705961935887,True,44,215,15,YAV2104xYAV2105_005_06_rigid_003005.tif,,
2,14,7,1,2,-204,1247.0,46.41604558378268,0.6720240743210084,-215,1346.0,49.77411738602567,0.7126482471064268,1,1,1.1127681385285968,1.3837561169273407,11,42,35.046032549868,0.7368489850481791,False,44,215,7,YAV2104xYAV2105_005_06_rigid_003005.tif,,
3,15,7,1,2,-204,1125.0,42.02089130168867,0.5815035181311782,-215,1346.0,49.77411738602567,0.7126482471064268,2,1,0.8718435494662633,0.7765914343278695,21,51,42.675898224856184,0.46963705961935887,True,44,215,7,YAV2104xYAV2105_005_06_rigid_003005.tif,,
0,14,10,1,2,-177,1272.0,46.02273984815999,0.6429415245535318,-199,1081.0,44.31981581776742,0.7044433857851103,1,5,0.9836408262858087,1.5124568021818812,10,44,32.18538361839148,0.040747678531914744,True,40,211,14,YAV2104xYAV2105_005_06_rigid_003009.tif,,
1,14,11,1,2,-177,1272.0,46.02273984815999,0.6429415245535318,-199,1033.0,40.92543462077032,0.6052602702895251,2,4,0.27737896343094137,0.1302993887854509,3,30,64.29235477195006,23.056189792076086,False,40,211,14,YAV2104xYAV2105_005_06_rigid_003009.tif,,
2,2,10,1,2,-211,1497.0,54.17536653821432,0.7572744657356932,-199,1081.0,44.31981581776742,0.7044433857851103,1,2,0.10886461926604785,0.06453883497559199,31,29,48.440751895342125,2.0012988480629583,False,40,211,10,YAV2104xYAV2105_005_06_rigid_003009.tif,,
3,3,10,1,2,-211,1216.0,45.7119048203388,0.668733077419363,-199,1081.0,44.31981581776742,0.7044433857851103,2,2,0.5669289356994152,1.3835623350919908,24,13,35.739338777826525,1.1262336225370364,False,40,211,10,YAV2104xYAV2105_005_06_rigid_003009.tif,,
4,7,10,1,2,-211,1253.0,48.33686768818423,0.7293214673307258,-199,1081.0,44.31981581776742,0.7044433857851103,3,1,0.11140118572376334,0.9324056144795088,31,9,59.12164991187364,16.394433812099127,False,40,211,10,YAV2104xYAV2105_005_06_rigid_003009.tif,,
5,14,10,1,2,-177,1272.0,46.02273984815999,0.6429415245535318,-199,1081.0,44.31981581776742,0.7044433857851103,2,2,0.9836408262858087,1.5124568021818812,10,44,32.18538361839148,0.040747678531914744,True,40,211,10,YAV2104xYAV2105_005_06_rigid_003009.tif,,
6,15,10,1,2,-177,1187.0,43.854929514163935,0.6007815953742933,-199,1081.0,44.31981581776742,0.7044433857851103,2,1,0.17646759903723552,0.48842708602982565,2,54,52.214833230712905,10.65324463592142,False,40,211,10,YAV2104xYAV2105_005_06_rigid_003009.tif,,
0,8,2,1,2,-201,1395.0,48.00577710446212,0.6341904261290446,-215,1711.0,58.714903253125094,0.7730716647352508,0,1,1.173571872835409,0.2097683966922972,18,57,57.19517535802396,10.27295965707222,False,44,215,8,YAV2104xYAV2105_005_09_rigid_003001.tif,,
0,14,6,1,2,-178,829.0,33.63734751586702,0.3460713095691094,-208,1157.0,43.59897597274164,0.6271312135797567,2,2,0.29036480552709476,1.2620074542302842,3,42,34.51379269461363,1.006454486488499,True,37,208,14,YAV2104xYAV2105_005_09_rigid_003005.tif,,
1,14,9,1,2,-178,829.0,33.63734751586702,0.3460713095691094,-208,1500.0,55.64068270557942,0.7849400159875468,3,2,0.7722919125413092,0.2222924463716316,52,32,51.67062349447959,7.339930209026787,False,37,208,14,YAV2104xYAV2105_005_09_rigid_003005.tif,,
2,14,6,1,2,-178,829.0,33.63734751586702,0.3460713095691094,-208,1157.0,43.59897597274164,0.6271312135797567,2,1,0.29036480552709476,1.2620074542302842,3,42,34.51379269461363,1.006454486488499,True,37,208,6,YAV2104xYAV2105_005_09_rigid_003005.tif,,
3,15,6,1,2,-178,1132.0,41.34856137319001,0.527233351303168,-208,1157.0,43.59897597274164,0.6271312135797567,2,1,1.544407300048754,1.1398481631159,14,48,58.7014687870976,21.60366721431762,False,37,208,6,YAV2104xYAV2105_005_09_rigid_003005.tif,,
0,6,9,1,2,-195,1097.0,39.99539107947592,0.48152274303180465,-192,1173.0,45.26974558411921,0.680845226399554,1,1,0.576910042463211,0.7807281315020598,24,38,35.5774205603148,0.7082967423850969,True,49,220,6,YAV2104xYAV2105_005_09_rigid_004009.tif,,
1,6,9,1,2,-195,1097.0,39.99539107947592,0.48152274303180465,-192,1173.0,45.26974558411921,0.680845226399554,1,1,0.576910042463211,0.7807281315020598,24,38,35.5774205603148,0.7082967423850969,True,49,220,9,YAV2104xYAV2105_005_09_rigid_004009.tif,,
0,15,25,1,2,-208,1415.0,48.90242117719858,0.6502101579596942,-179,822.0,37.544002629778035,0.6571564600089139,3,2,1.2522790378352902,0.24034148238810626,42,57,110.49467291495678,73.1129579590053,False,37,208,15,YAV2104xYAV2105_005_11_rigid_004007.tif,,
0,18,10,1,2,-195,1214.0,41.589265609348814,0.43706375490526705,-196,1458.0,48.27848591285119,0.600980283802761,4,1,0.2655366063933253,0.8357760104349752,27,38,49.30628381175338,7.45781445979796,False,25,196,18,YAV2104xYAV2105_005_12_rigid_003008.tif,,
1,18,21,1,2,-195,1214.0,41.589265609348814,0.43706375490526705,-183,1279.0,43.61710692324682,0.5118260937485878,2,2,1.4479924869202763,0.21687935205588982,16,27,119.58441370855854,79.40194608487045,False,25,196,18,YAV2104xYAV2105_005_12_rigid_003008.tif,,
2,18,23,1,2,-195,1214.0,41.589265609348814,0.43706375490526705,-179,1192.0,46.24674659415557,0.6977455230716526,4,2,0.8986255360225752,0.6097364779010293,21,36,71.59439971569202,31.816828122906237,True,25,196,18,YAV2104xYAV2105_005_12_rigid_003008.tif,,
3,18,23,1,2,-195,1214.0,41.589265609348814,0.43706375490526705,-179,1192.0,46.24674659415557,0.6977455230716526,3,1,0.8986255360225752,0.6097364779010293,21,36,71.59439971569202,31.816828122906237,True,25,196,23,YAV2104xYAV2105_005_12_rigid_003008.tif,,
4,19,23,1,2,-195,1281.0,44.95849041591294,0.5773192855959354,-179,1192.0,46.24674659415557,0.6977455230716526,2,1,0.7831204304654031,0.9191848711336732,22,39,99.86907274017145,59.4230837088347,False,25,196,23,YAV2104xYAV2105_005_12_rigid_003008.tif,,
0,31,25,1,2,-179,1252.0,47.008189433704366,0.6883637827976945,-195,994.0,39.62773039401398,0.574626604776517,1,3,1.4663608125574843,0.990356937252543,45,10,33.532870587261264,0.6797610808965586,True,37,208,31,YAV2104xYAV2105_005_16_rigid_003001.tif,,
1,31,35,1,2,-179,1252.0,47.008189433704366,0.6883637827976945,-178,1311.0,49.70495008808624,0.7308365255141137,1,3,0.4287559748434995,0.22597595901299616,25,57,79.37766956809622,33.23432241760681,False,37,208,31,YAV2104xYAV2105_005_16_rigid_003001.tif,,
2,27,25,1,2,-189,792.0,34.76415180458931,0.5430687914266565,-195,994.0,39.62773039401398,0.574626604776517,2,4,0.7745352939575159,0.13573718040572746,22,28,40.3869884262115,3.7491466890581493,False,37,208,25,YAV2104xYAV2105_005_16_rigid_003001.tif,,
3,31,25,1,2,-179,1252.0,47.008189433704366,0.6883637827976945,-195,994.0,39.62773039401398,0.574626604776517,2,1,1.4663608125574843,0.990356937252543,45,10,33.532870587261264,0.6797610808965586,True,37,208,25,YAV2104xYAV2105_005_16_rigid_003001.tif,,
4,32,25,1,2,-179,1091.0,40.29919334565553,0.5048224290267879,-195,994.0,39.62773039401398,0.574626604776517,3,4,0.3276467993014869,0.6404210093394176,56,23,46.66928578806371,7.968512947801941,False,37,208,25,YAV2104xYAV2105_005_16_rigid_003001.tif,,
0,6,36,1,2,-219,1342.0,48.14273994482378,0.668157713757291,-189,1355.0,50.478669456260064,0.7304390511610825,4,1,0.907615639527446,1.4098349308444256,50,13,64.38485068613801,27.1212639052184,False,48,219,36,YAV2104xYAV2105_005_16_rigid_003002.tif,,
1,20,36,1,2,-219,1373.0,50.922682074241514,0.7335980910018312,-189,1355.0,50.478669456260064,0.7304390511610825,5,2,0.652636272127304,0.008416075525993438,7,29,91.90062465460635,46.02927546400798,False,48,219,36,YAV2104xYAV2105_005_16_rigid_003002.tif,,
2,30,36,1,2,-198,983.0,36.31533057169261,0.2527327023021274,-189,1355.0,50.478669456260064,0.7304390511610825,1,4,0.9720404389648092,1.5001746757723513,38,45,49.09931384609531,10.88927356208874,False,48,219,36,YAV2104xYAV2105_005_16_rigid_003002.tif,,
3,32,36,1,2,-190,1283.0,46.79932743574347,0.6610438468908127,-189,1355.0,50.478669456260064,0.7304390511610825,2,2,0.4163999732231125,0.3059145709705273,25,56,79.1115913148325,31.820271196594753,False,48,219,36,YAV2104xYAV2105_005_16_rigid_003002.tif,,
4,33,36,1,2,-190,1081.0,39.788116870016424,0.47852650804766544,-189,1355.0,50.478669456260064,0.7304390511610825,3,4,0.11847366411393123,0.5756353773488305,28,53,46.93707111095643,5.0561812904740995,False,48,219,36,YAV2104xYAV2105_005_16_rigid_003002.tif,,
0,32,10,1,2,-186,1056.0,41.73011492778139,0.6241910400009854,-207,1685.0,61.27418209291568,0.8188223785246409,0,4,0.2872454880103538,1.1499844232031622,3,42,96.17748408190668,57.550859972212145,False,36,207,32,YAV2104xYAV2105_005_16_rigid_003008.tif,,
1,32,14,1,2,-186,1056.0,41.73011492778139,0.6241910400009854,-207,1259.0,50.31796163297072,0.7703218358189214,2,4,0.684352621444845,0.8217331638630405,23,51,72.43032390572364,34.31647312408464,False,36,207,32,YAV2104xYAV2105_005_16_rigid_003008.tif,,
2,32,17,1,2,-186,1056.0,41.73011492778139,0.6241910400009854,-207,1023.0,40.07512959927742,0.5799116900245391,4,2,0.22153761567616614,0.27784719020505194,28,3,64.70878475921181,23.663422879598926,False,36,207,32,YAV2104xYAV2105_005_16_rigid_003008.tif,,
3,32,18,1,2,-186,1056.0,41.73011492778139,0.6241910400009854,-207,1016.0,43.982667438482586,0.7399793484490857,4,3,0.16056816566119547,1.143524654978778,32,18,37.91931330826176,2.213852494990241,True,36,207,32,YAV2104xYAV2105_005_16_rigid_003008.tif,,
4,20,18,1,2,-207,1366.0,51.64365448833832,0.7528000477193713,-207,1016.0,43.982667438482586,0.7399793484490857,1,2,0.3788562955807726,0.7654912279758268,34,8,43.92565242154041,3.4662850211763665,False,36,207,18,YAV2104xYAV2105_005_16_rigid_003008.tif,,
5,32,18,1,2,-186,1056.0,41.73011492778139,0.6241910400009854,-207,1016.0,43.982667438482586,0.7399793484490857,4,4,0.16056816566119547,1.143524654978778,32,18,37.91931330826176,2.213852494990241,True,36,207,18,YAV2104xYAV2105_005_16_rigid_003008.tif,,
6,38,18,1,2,-178,1167.0,43.01357857084255,0.5880052629650496,-207,1016.0,43.982667438482586,0.7399793484490857,3,6,0.9191167177640924,0.5345767587656334,50,24,58.773594785831484,20.78012417881976,False,36,207,18,YAV2104xYAV2105_005_16_rigid_003008.tif,,
0,20,21,1,2,-228,1160.0,42.943419581016684,0.588899927613159,-212,1089.0,40.179410015368695,0.4949964177659259,2,3,1.2482445679655614,1.4831570370571399,17,44,45.059759577705464,10.6161964948994,False,69,240,20,YAV2104xYAV2105_005_16_rigid_004009.tif,,
1,20,22,1,2,-228,1160.0,42.943419581016684,0.588899927613159,-212,1130.0,41.439379100554504,0.5312800576435328,1,4,0.6231346488486227,1.1967900112084635,23,48,56.21777706424109,15.05121130213635,False,69,240,20,YAV2104xYAV2105_005_16_rigid_004009.tif,,
2,20,27,1,2,-228,1160.0,42.943419581016684,0.588899927613159,-186,1102.0,37.86155852616244,0.19196491167563412,2,2,0.7168077239441467,0.664951809318163,7,53,97.56391067626943,59.319720416348716,False,69,240,20,YAV2104xYAV2105_005_16_rigid_004009.tif,,
3,20,28,1,2,-228,1160.0,42.943419581016684,0.588899927613159,-186,902.0,38.27789817779519,0.6167483775127515,3,2,1.1546358939991836,0.34175391233669483,11,56,74.5710528045778,38.686939889090034,False,69,240,20,YAV2104xYAV2105_005_16_rigid_004009.tif,,
4,20,29,1,2,-228,1160.0,42.943419581016684,0.588899927613159,-182,926.0,37.166721214616835,0.5188920411524448,3,2,0.4248290159221222,1.3082166037449454,55,42,55.93391873906858,18.289288850039277,False,69,240,20,YAV2104xYAV2105_005_16_rigid_004009.tif,,
5,20,30,1,2,-228,1160.0,42.943419581016684,0.588899927613159,-182,1049.0,38.921025639928246,0.4600440675954122,2,2,0.9327349891569199,0.4856233995114505,50,25,38.657114217312134,2.2082309634497506,True,69,240,20,YAV2104xYAV2105_005_16_rigid_004009.tif,,
6,19,30,1,2,-228,1298.0,46.66451406485693,0.6439410843232063,-182,1049.0,38.921025639928246,0.4600440675954122,7,1,0.1648968707810483,1.2607307244449246,31,18,52.90575855996072,10.595708615846812,False,69,240,30,YAV2104xYAV2105_005_16_rigid_004009.tif,,
7,20,30,1,2,-228,1160.0,42.943419581016684,0.588899927613159,-182,1049.0,38.921025639928246,0.4600440675954122,6,2,0.9327349891569199,0.4856233995114505,50,25,38.657114217312134,2.2082309634497506,True,69,240,30,YAV2104xYAV2105_005_16_rigid_004009.tif,,
0,18,27,1,2,-221,1806.0,58.57255683645189,0.7365551637765974,-195,1187.0,43.31373147171076,0.5694575793025894,2,2,0.26989134385578994,1.330782639814096,27,46,47.495004144522056,3.125117297815784,False,50,221,27,YAV2104xYAV2105_005_16_rigid_004010.tif,,
1,19,27,1,2,-221,1686.0,60.11931370597967,0.8023525350617243,-195,1187.0,43.31373147171076,0.5694575793025894,3,1,0.20836738229606233,0.492039468794065,32,54,55.26431828054559,7.1053832147379,False,50,221,27,YAV2104xYAV2105_005_16_rigid_004010.tif,,
2,22,27,1,2,-221,1191.0,43.87756681612862,0.6079658538196206,-195,1187.0,43.31373147171076,0.5694575793025894,1,1,1.3180874192691827,0.5677719584635907,17,35,138.6580130217935,99.73026045740305,False,50,221,27,YAV2104xYAV2105_005_16_rigid_004010.tif,,
0,18,14,1,2,-193,1666.0,59.968393033566734,0.8050311842369696,-193,1511.0,53.497213370992256,0.7357712733011087,2,1,0.49989853519409566,0.49896682131503045,24,35,50.115368714496455,6.661066051343246,False,22,193,14,YAV2104xYAV2105_005_16_rigid_004011.tif,,
0,11,12,1,2,-191,1230.0,43.75227515746649,0.5663026425745569,-191,1494.0,58.391436375312885,0.8241785876978711,4,1,0.5403220526830426,1.5075688387979438,54,14,36.15269168803564,0.251561023271222,False,20,191,12,YAV2104xYAV2105_005_17_rigid_003011.tif,,
0,34,14,1,2,-171,1115.0,40.82908113582229,0.49836195853099896,-223,1811.0,65.8610633558219,0.8422609837507604,4,2,0.4072549592135495,0.4359564994885294,55,5,78.6662390428974,31.90442866530994,False,52,223,34,YAV2104xYAV2105_005_18_rigid_003007.tif,,
1,34,28,1,2,-171,1115.0,40.82908113582229,0.49836195853099896,-188,1303.0,43.99528109333718,0.5029036961217784,3,3,0.09004141281520736,0.5288027696461404,1,24,41.25163531837911,3.0331511801109405,True,52,223,34,YAV2104xYAV2105_005_18_rigid_003007.tif,,
2,11,28,1,2,-223,1640.0,58.67899856502251,0.7924153535478946,-188,1303.0,43.99528109333718,0.5029036961217784,2,2,0.03389829149795265,0.06972414654275205,59,30,83.23825161105275,32.33872608260744,False,52,223,28,YAV2104xYAV2105_005_18_rigid_003007.tif,,
3,33,28,1,2,-171,1186.0,41.486024892781465,0.46867961879756975,-188,1303.0,43.99528109333718,0.5029036961217784,1,4,1.3898219578537674,1.3955092744227873,43,16,69.48895379457502,29.10227714131964,False,52,223,28,YAV2104xYAV2105_005_18_rigid_003007.tif,,
4,34,28,1,2,-171,1115.0,40.82908113582229,0.49836195853099896,-188,1303.0,43.99528109333718,0.5029036961217784,2,5,0.09004141281520736,0.5288027696461404,1,24,41.25163531837911,3.0331511801109405,True,52,223,28,YAV2104xYAV2105_005_18_rigid_003007.tif,,
