,p,m,p_type,m_type,p_start,p_area,p_axis,p_eccentricity,m_start,m_area,m_axis,m_eccentricity,neighbor_m,neighbor_p,p_angle,m_angle,p_angle_index,m_angle_index,center_dist,nearest_dist,flag,time_measure,time_0,ref,image,resolution,bin
0,7,15,1,2,-178,1139.0,40.053111924903135,0.40982201769748744,-143,1102.0,41.25130279026265,0.5598983383666752,2,2,0.3978347547679557,0.8174108036794738,34,51,38.102532203193434,1.2475505795842474,True,37,178,7,YAV2104xYAV2105_005_01_rigid_003002.tif,,
1,7,16,1,2,-178,1139.0,40.053111924903135,0.40982201769748744,-143,1067.0,43.09164211740683,0.6699097391752115,4,2,1.0476188463563698,1.151654636868149,40,48,59.58360433132141,22.013941355552248,False,37,178,7,YAV2104xYAV2105_005_01_rigid_003002.tif,,
2,7,15,1,2,-178,1139.0,40.053111924903135,0.40982201769748744,-143,1102.0,41.25130279026265,0.5598983383666752,2,2,0.3978347547679557,0.8174108036794738,34,51,38.102532203193434,1.2475505795842474,True,37,178,15,YAV2104xYAV2105_005_01_rigid_003002.tif,,
3,9,15,1,2,-178,1295.0,50.85761758322498,0.764026674560959,-143,1102.0,41.25130279026265,0.5598983383666752,3,2,0.36379686168285263,1.2999102830000462,4,42,55.29002151234974,13.033990500576577,False,37,178,15,YAV2104xYAV2105_005_01_rigid_003002.tif,,
0,23,18,1,2,-154,1078.0,45.90887737137603,0.7450933983605811,-170,1465.0,50.416367026061415,0.6725257689739138,1,3,0.8431768726147242,0.6489016465906325,39,23,45.140458005884746,5.173914298556187,True,29,170,23,YAV2104xYAV2105_005_01_rigid_003003.tif,,
1,9,18,1,2,-170,1226.0,49.05522007440373,0.7504198227092891,-170,1465.0,50.416367026061415,0.6725257689739138,1,2,0.3566867573408552,0.16912222450335745,33,28,95.23124237701126,49.24658950159368,False,29,170,18,YAV2104xYAV2105_005_01_rigid_003003.tif,,
2,10,18,1,2,-170,1987.0,62.787999124145095,0.760931612137196,-170,1465.0,50.416367026061415,0.6725257689739138,2,1,0.7297582073785662,0.2045343571406395,52,32,109.26430830880092,58.83722846198122,False,29,170,18,YAV2104xYAV2105_005_01_rigid_003003.tif,,
3,23,18,1,2,-154,1078.0,45.90887737137603,0.7450933983605811,-170,1465.0,50.416367026061415,0.6725257689739138,1,5,0.8431768726147242,0.6489016465906325,39,23,45.140458005884746,5.173914298556187,True,29,170,18,YAV2104xYAV2105_005_01_rigid_003003.tif,,
0,18,10,1,2,-145,962.0,39.06064653642845,0.5849390815702502,-145,1736.0,55.72059938306816,0.6990987906746319,1,2,0.3302321462168907,0.3292492311159325,56,26,112.07195728961665,65.8691023815054,False,4,145,10,YAV2104xYAV2105_005_01_rigid_004002.tif,,
1,19,10,1,2,-145,1671.0,55.4945686503696,0.7212322731693721,-145,1736.0,55.72059938306816,0.6990987906746319,1,2,1.504948507801808,0.31464903859152926,15,33,107.27647907689746,60.884869679249896,False,4,145,10,YAV2104xYAV2105_005_01_rigid_004002.tif,,
0,7,8,1,2,-185,1270.0,47.46278530322304,0.6947177585600777,-185,1133.0,43.143979743076066,0.6201686963904989,3,1,0.981328978772126,1.0136934641542412,20,10,82.39341859485722,44.00470561609232,False,44,185,8,YAV2104xYAV2105_005_02_rigid_003003.tif,,
