,p,m,p_type,m_type,p_start,p_area,p_axis,p_eccentricity,m_start,m_area,m_axis,m_eccentricity,neighbor_m,neighbor_p,p_angle,m_angle,p_angle_index,m_angle_index,center_dist,nearest_dist,flag,time_measure,time_0,ref,image,resolution,bin
0,24,15,1,2,-125,624.0,31.149811207292103,0.570743808100139,-125,575.0,36.512856072384444,0.8287959478863848,6,2,0.0,1.0582032905486844,0,41,56.46907016243069,29.620154975741197,False,24,125,24,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003007.tif,0.1944,3.0
1,24,16,1,2,-125,624.0,31.149811207292103,0.570743808100139,-125,487.0,29.95799631312996,0.7179215365943811,5,3,0.2852849948212234,1.0174748868326216,3,49,39.43149110536322,12.328867283128218,True,24,125,24,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003007.tif,0.1944,3.0
2,24,20,1,2,-125,624.0,31.149811207292103,0.570743808100139,-125,512.0,30.031353049323826,0.6867470047705134,5,3,0.2504780642006441,1.1517282767696102,57,41,37.61220074115483,12.045813559137615,False,24,125,24,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003007.tif,0.1944,3.0
3,24,23,1,2,-125,624.0,31.149811207292103,0.570743808100139,-125,559.0,34.16055324279588,0.7856353026556651,4,2,0.9781849091641419,0.0867037899596319,50,31,54.04454155790265,24.012581735496127,False,24,125,24,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003007.tif,0.1944,3.0
4,24,43,1,2,-125,624.0,31.149811207292103,0.570743808100139,-110,452.0,25.71584920466036,0.48047695691454456,2,3,1.3105209656392596,1.2109395497815765,47,41,63.28596126809345,37.615426500852145,False,24,125,24,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003007.tif,0.1944,3.0
5,24,44,1,2,-125,624.0,31.149811207292103,0.570743808100139,-110,589.0,31.14614368548007,0.6315455702419822,5,3,1.5295700827280267,0.08269869727666057,45,29,50.80218747243724,22.628572577748074,False,24,125,24,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003007.tif,0.1944,3.0
6,18,16,1,2,-125,642.0,36.765222375517396,0.7944113953366505,-125,487.0,29.95799631312996,0.7179215365943811,3,4,0.6717770184007709,1.1246323405014547,8,41,25.468867808831355,2.124181429967681,False,24,125,16,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003007.tif,0.1944,3.0
7,24,16,1,2,-125,624.0,31.149811207292103,0.570743808100139,-125,487.0,29.95799631312996,0.7179215365943811,6,3,0.2852849948212234,1.0174748868326216,3,49,39.43149110536322,12.328867283128218,True,24,125,16,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003007.tif,0.1944,3.0
8,39,16,1,2,-124,355.0,23.15008761638673,0.5334693153819245,-125,487.0,29.95799631312996,0.7179215365943811,4,3,0.4780964748777876,0.0655405444905881,55,30,27.655604311580017,1.419974681219257,False,24,125,16,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003007.tif,0.1944,3.0
0,24,17,1,2,-118,529.0,28.192660016192512,0.5242913257743083,-118,526.0,30.389666900864306,0.6847890594690293,6,3,1.1731883593485242,0.6903399684833342,18,52,51.3676236010981,26.04506847202918,False,17,118,24,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003010.tif,0.1944,3.0
