,p_id,p_f_type,p_start,p_area,p_axis,p_eccentricity,p_neighbor_same,p_neighbor_diff,m_id,m_f_type,m_start,m_area,m_axis,m_eccentricity,m_neighbor_same,m_neighbor_diff,p_angle,m_angle,p_angle_index,m_angle_index,center_dist,nearest_dist,flag,time_measure,time_0,ref,image,resolution,bin
0,18,1,-118,706.0,35.868649159486026,0.7081098133598438,4,2,58,2,-102,385.0,25.13476740055153,0.6278630741940033,2,6,0.5188613706820036,0.2912002546013266,54,27,45.59688815075291,16.39057648380745,False,77,118,58,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
1,23,1,-118,691.0,38.131477146601256,0.7933814547108241,2,2,58,2,-102,385.0,25.13476740055153,0.6278630741940033,2,6,0.34632924140060606,1.3439408135037239,4,43,27.717992172283253,0.4211735876121736,False,77,118,58,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
2,51,1,-107,520.0,28.217002830669713,0.5456147385663374,5,1,58,2,-102,385.0,25.13476740055153,0.6278630741940033,2,6,0.0382558230743979,0.09519083505527039,29,1,42.22934237510719,15.515977085331894,False,77,118,58,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
3,52,1,-107,506.0,26.976626028312214,0.45567971645637223,6,0,58,2,-102,385.0,25.13476740055153,0.6278630741940033,2,6,0.253349649815914,0.3596331776401209,32,56,45.357372932788934,19.221501732574644,False,77,118,58,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
4,53,1,-106,527.0,29.26599150119701,0.6123025324851281,2,1,58,2,-102,385.0,25.13476740055153,0.6278630741940033,2,6,0.4358214236333664,0.3796414982717501,25,4,86.52790346664759,60.76432504282556,False,77,118,58,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
5,59,1,-102,550.0,29.374324457007532,0.5744439471234029,5,0,58,2,-102,385.0,25.13476740055153,0.6278630741940033,2,6,0.2902941883142418,0.6765534210398592,33,53,28.548220492774988,3.5370870858701795,True,77,118,58,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
0,46,1,-97,492.0,29.759609464287834,0.7039786600990454,4,3,22,2,-105,709.0,40.154259814257,0.8233288771728904,2,4,0.6893556386461155,0.8730690241601406,37,50,67.39713744166698,43.103872189745445,False,64,105,46,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003006.tif,0.1944,3.0
1,46,1,-97,492.0,29.759609464287834,0.7039786600990454,4,3,29,2,-105,897.0,46.582660501419014,0.8488839655808351,2,6,0.0,0.038473986691106354,0,30,37.89863634431603,0.7116796445135347,False,64,105,46,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003006.tif,0.1944,3.0
2,46,1,-97,492.0,29.759609464287834,0.7039786600990454,4,3,57,2,-89,405.0,25.33353686517973,0.5869049692121416,2,3,1.538425911750637,0.7382190516809883,15,22,22.794975705966728,1.4672887027508235,True,64,105,46,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003006.tif,0.1944,3.0
3,19,1,-105,684.0,35.51618926447421,0.7171933088508259,3,6,57,2,-89,405.0,25.33353686517973,0.5869049692121416,2,3,1.1481851649076766,0.8779422072113187,48,9,27.28221305201167,3.546016049614927,False,64,105,57,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003006.tif,0.1944,3.0
