,p_id,p_f_type,p_start,p_area,p_axis,p_eccentricity,p_neighbor_same,p_neighbor_diff,m_id,m_f_type,m_start,m_area,m_axis,m_eccentricity,m_neighbor_same,m_neighbor_diff,p_angle,m_angle,p_angle_index,m_angle_index,center_dist,nearest_dist,flag,time_measure,time_0,ref,image,resolution,bin
0,16,1,-237,1184.0,43.60638300421132,0.6061002369282565,1,2,11,2,-237,908.0,38.40537355644069,0.6110238152342221,2,3,1.551494613172077,0.9686320251070804,15,39,38.197388477227925,4.242796038604501,False,36,237,16,YAV2104xYAV2105_005_05_rigid_004004.tif,0.1296,2.0
1,16,1,-237,1184.0,43.60638300421132,0.6061002369282565,1,2,15,2,-237,1630.0,57.909742807005074,0.7785445902364837,2,3,0.3705814849820168,0.4701460994520549,26,5,67.88277702954785,20.359748877930418,False,36,237,16,YAV2104xYAV2105_005_05_rigid_004004.tif,0.1296,2.0
0,15,1,-204,1162.0,43.848708986240446,0.6364346079386907,1,2,6,2,-215,1380.0,47.34829305488488,0.6127870481519581,1,1,1.3886657955490456,0.5708647798315698,13,35,51.041066939683425,10.60693465360633,False,14,215,15,YAV2104xYAV2105_005_06_rigid_003005.tif,0.1296,2.0
1,15,1,-204,1162.0,43.848708986240446,0.6364346079386907,1,2,7,2,-215,1298.0,49.06521539247121,0.7235338376045266,1,2,0.8446595945165254,0.7941907247303774,21,51,42.68392458944797,2.4366304990675394,True,14,215,15,YAV2104xYAV2105_005_06_rigid_003005.tif,0.1296,2.0
2,14,1,-204,1151.0,45.09080405213895,0.6846413070170596,1,1,7,2,-215,1298.0,49.06521539247121,0.7235338376045266,1,2,1.3065473515172534,1.16950981770644,13,41,35.169390552403144,1.727755113110598,False,14,215,7,YAV2104xYAV2105_005_06_rigid_003005.tif,0.1296,2.0
3,15,1,-204,1162.0,43.848708986240446,0.6364346079386907,1,2,7,2,-215,1298.0,49.06521539247121,0.7235338376045266,1,2,0.8446595945165254,0.7941907247303774,21,51,42.68392458944797,2.4366304990675394,True,14,215,7,YAV2104xYAV2105_005_06_rigid_003005.tif,0.1296,2.0
0,20,1,-207,1414.0,52.55708570284725,0.7544821833557469,0,2,18,2,-207,1059.0,44.441433361403895,0.725424355740593,3,1,0.3019951169402506,1.0341007369641062,33,10,43.68707720436974,3.976203908308825,False,6,207,18,YAV2104xYAV2105_005_16_rigid_003008.tif,0.1296,2.0
0,20,1,-228,1143.0,42.56360651910642,0.5899744156355957,2,2,21,2,-212,1020.0,37.82321324954693,0.4011654878111331,1,3,1.3110695354609694,1.3938956588187477,17,43,45.0556040753317,10.60739964800865,False,39,240,20,YAV2104xYAV2105_005_16_rigid_004009.tif,0.1296,2.0
1,20,1,-228,1143.0,42.56360651910642,0.5899744156355957,2,2,22,2,-212,1078.0,40.626670141355284,0.5365901958695131,1,3,0.5760414874800004,1.0532490103406076,24,49,53.525031086308715,13.527178653510482,False,39,240,20,YAV2104xYAV2105_005_16_rigid_004009.tif,0.1296,2.0
0,18,1,-220,1309.0,48.14207987319442,0.6779251724033415,1,2,29,2,-207,911.0,37.66391645076581,0.5712457649396147,3,2,0.015172793485692893,0.924987158356358,30,39,64.70542262841583,21.922576064162467,False,19,220,29,YAV2104xYAV2105_005_19_rigid_004006.tif,0.1296,2.0
