,p_id,p_f_type,p_start,p_area,p_axis,p_eccentricity,p_neighbor_same,p_neighbor_diff,m_id,m_f_type,m_start,m_area,m_axis,m_eccentricity,m_neighbor_same,m_neighbor_diff,p_angle,m_angle,p_angle_index,m_angle_index,center_dist,nearest_dist,flag,time_measure,time_0,ref,image,resolution,bin
0,16,1,-237,1164.0,43.10764855335303,0.5967269571288761,1,2,11,2,-237,853.0,37.3592448920783,0.6228077131293934,2,2,1.4674808855200874,0.9419964588601255,14,39,38.54288631668301,4.388905983166781,False,16,237,16,YAV2104xYAV2105_005_05_rigid_004004.tif,0.1296,2.0
1,16,1,-237,1164.0,43.10764855335303,0.5967269571288761,1,2,15,2,-237,1542.0,56.39291180626734,0.781719595844887,2,2,0.4581657008955906,0.5603933774527408,25,6,67.58365212968059,22.502172045820828,False,16,237,16,YAV2104xYAV2105_005_05_rigid_004004.tif,0.1296,2.0
0,9,1,-227,1197.0,42.152316606364415,0.5112519403151344,1,1,8,2,-227,1608.0,60.971483366994775,0.8265650643209173,0,1,1.4635439213027512,0.47847857538410465,14,5,77.95338580088203,33.098419062175736,False,6,227,8,YAV2104xYAV2105_005_12_rigid_003006.tif,0.1296,2.0
0,10,1,-235,1361.0,47.88896168364754,0.6445375668596297,1,1,17,2,-235,1683.0,63.196882635807675,0.837703358338201,1,3,1.1386768013632844,0.7249462410753238,48,22,53.15689630420125,9.071965296677485,False,14,235,17,YAV2104xYAV2105_005_19_rigid_004008.tif,0.1296,2.0
1,19,1,-235,1435.0,55.6505478342125,0.8012764902621705,1,2,17,2,-235,1683.0,63.196882635807675,0.837703358338201,1,3,1.1339198680603026,0.9394644981220406,12,49,33.27635834041797,1.031588150991574,False,14,235,17,YAV2104xYAV2105_005_19_rigid_004008.tif,0.1296,2.0
2,24,1,-235,1667.0,56.92028024580607,0.7526764770722478,1,2,17,2,-235,1683.0,63.196882635807675,0.837703358338201,1,3,0.7962611695882545,0.19343522797098256,8,57,57.22224122506789,5.162287317781276,False,14,235,17,YAV2104xYAV2105_005_19_rigid_004008.tif,0.1296,2.0
0,4,1,-229,1537.0,52.539019760788015,0.7012540544577738,0,3,20,2,-223,1193.0,44.267918918062634,0.6273356747538995,1,1,0.11593420228664364,0.987522512885695,58,20,116.04648555656372,72.20470619628165,False,8,229,20,20221225_vd_02_27_R3D_rigid_003001.tif,0.1296,2.0
