,p_id,p_f_type,p_start,p_area,p_axis,p_eccentricity,p_neighbor_same,p_neighbor_diff,m_id,m_f_type,m_start,m_area,m_axis,m_eccentricity,m_neighbor_same,m_neighbor_diff,p_angle,m_angle,p_angle_index,m_angle_index,center_dist,nearest_dist,flag,time_measure,time_0,ref,image,resolution,bin
0,59,1,-102,606.0,32.53334264308618,0.6783274102553479,7,1,28,2,-118,886.0,46.139220375640214,0.8457176850575204,0,7,0.8292255363929772,1.226934434980357,51,17,59.02243029019435,33.432601542438576,False,107,118,59,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
1,23,1,-118,708.0,37.71090407898456,0.770604625846275,3,1,58,2,-102,436.0,25.87288814903341,0.5542017309753355,1,6,0.2792798278210433,1.2679415450994105,3,42,31.885191921372034,2.2302385748416507,False,107,118,58,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
2,47,1,-110,1166.0,66.14997474887812,0.9142977382322361,3,1,58,2,-102,436.0,25.87288814903341,0.5542017309753355,1,6,0.19026093525613685,0.40940909299310224,57,34,43.19342136314209,1.2486926209851406,False,107,118,58,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
3,51,1,-107,541.0,28.16089952704842,0.48742767310610274,7,1,58,2,-102,436.0,25.87288814903341,0.5542017309753355,1,6,0.0628493720521961,0.2824524618397122,29,3,35.50568907653224,8.222349213638472,False,107,118,58,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
4,52,1,-107,492.0,26.53413400318523,0.448109500497203,6,0,58,2,-102,436.0,25.87288814903341,0.5542017309753355,1,6,0.11678261531616618,0.07027469448916612,31,59,40.58871354489851,13.749377317145127,False,107,118,58,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
5,59,1,-102,606.0,32.53334264308618,0.6783274102553479,7,1,58,2,-102,436.0,25.87288814903341,0.5542017309753355,1,6,0.07917302005132898,0.6688901154138494,31,53,28.856146230651852,2.1298246837901385,True,107,118,58,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
6,69,1,-34,487.0,26.14006711631452,0.41752876717592874,5,1,58,2,-102,436.0,25.87288814903341,0.5542017309753355,1,6,0.0887642840977394,1.4346380793920386,29,16,60.91355814089049,36.60092132597635,False,107,118,58,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003005.tif,0.1944,3.0
0,46,1,-97,620.0,29.762587111312154,0.4090192842837323,3,4,14,2,-105,764.0,43.01998878088368,0.8468713724862816,2,4,0.35716935210716105,0.11969512208882715,33,58,84.61228232328247,49.048421233076006,False,94,105,46,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003006.tif,0.1944,3.0
1,46,1,-97,620.0,29.762587111312154,0.4090192842837323,3,4,22,2,-105,684.0,38.88163249563283,0.8123185573386933,1,5,0.5643814317557214,0.7511865465530327,35,51,66.88047564806233,39.36118325241576,False,94,105,46,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003006.tif,0.1944,3.0
2,46,1,-97,620.0,29.762587111312154,0.4090192842837323,3,4,29,2,-105,913.0,46.66116494410044,0.8439898160462802,1,6,0.13626084167282215,0.09964503143886594,58,31,39.5130203761699,2.1107135500212877,False,94,105,46,20220802_YAV2104xYAV2105_001_01_R3D_REF_rigid_003006.tif,0.1944,3.0
